10626836	4	T4,T19
10626836	5	T5,T6,T7,T20,T21,T22
10670413	0	T37,T38,T54,T55
10670413	1	T1,T23,T30,T35,T47
10670413	2	T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T48,T49,T50
10670413	3	T24,T25,T26,T27,T28,T29,T51,T52,T53
10670413	4	T31,T32
10670413	5	T2,T33,T34,T36,T39
10670413	6	T3,T4,T5,T6,T7,T8,T40,T41,T42,T43,T44
10670413	7	T9,T10,T45,T46
10682471	0	T9,T10,T25
10682471	1	T4,T5,T6,T19,T22,T23
10682471	2	T7,T17,T18
10682471	3	T20,T21
10682471	4	T8
10682471	5	T1,T2,T24
10682471	6	T11
10682471	7	T12,T13
10682471	8	T3,T14
10682471	9	T15,T16
10690753	0	T18,T19,T37,T38
10690753	1	T7,T8,T11,T16,T26,T29
10690753	2	T9,T10,T12,T27,T28,T30,T31
10690753	3	T13,T14,T15,T32,T33,T34,T35
10690753	4	T17,T36
10690753	5	T1,T2,T20,T21
10690753	6	T3,T4,T22,T23,T24
10690753	7	T5,T6,T25
10693877	0	T10,T11,T13
10693877	1	T9
10693877	2	T4,T6,T12
10693877	3	T5
10693877	6	T7,T8
10693877	7	T1
10693877	8	T2,T3
10694244	0	T27,T28,T38
10694244	1	T5,T8,T9,T10,T11,T12,T13,T32,T33,T34,T35
10694244	2	T14,T15
10694244	4	T16,T17,T18,T36,T37
10694244	5	T19,T20,T21,T22
10694244	7	T23,T24,T25,T26,T29
10694244	9	T1,T2,T3,T4
10694244	11	T6,T7,T30,T31
10702256	0	T23,T24
10702256	2	T5
10702256	3	T17
10702256	4	T6,T18
10702256	5	T19,T20
10702256	6	T21
10702256	7	T1,T7,T8,T22
10702256	8	T9,T10
10702256	9	T2,T3,T4,T11
10702256	10	T12,T13,T14,T15,T16
10712236	0	T30
10712236	1	T10,T16,T18,T20
10712236	2	T15
10712236	3	T17,T37
10712236	4	T19
10712236	5	T38
10712236	6	T21,T22,T23,T24,T25,T26,T27,T39,T40
10712236	7	T28,T41
10712236	8	T29,T31
10712236	9	T1,T32
10712236	10	T2,T3,T4,T5,T6,T7,T33,T34
10712236	11	T8,T9
10712236	12	T11,T12,T35
10712236	13	T13,T14,T36
10727715	0	T30,T31,T32,T42,T43
10727715	1	T15,T20
10727715	2	T16,T36
10727715	3	T17,T18,T19,T21,T22,T37,T38,T39
10727715	4	T23,T24,T25,T26,T27,T28
10727715	5	T1,T2,T3,T4,T5,T6,T7,T29,T40,T41
10727715	6	T8,T9,T10,T11,T12,T13,T14,T33,T34,T35
10730683	0	T10,T14
10730683	1	T1
10730683	2	T11
10730683	3	T2
10730683	4	T3,T4,T5,T12,T13
10730683	6	T6,T7,T8,T9
10752671	0	T7
10752671	1	T1,T8
10752671	3	T4
10752671	4	T5,T9
10752671	5	T6
10752671	6	T2
10752671	7	T3
10796631	0	T24
10796631	1	T2
10796631	3	T16
10796631	5	T17,T18,T19,T20,T21,T22,T23
10796631	10	T1
10796631	19	T3,T4
10796631	21	T5,T6,T7
10796631	22	T8,T9
10796631	23	T10,T11
10796631	25	T12,T13
10796631	26	T14,T15
10826417	0	T7
10826417	3	T2,T3,T8
10826417	4	T4
10826417	5	T5
10826417	8	T6
10826417	12	T1
10839989	0	T42,T43,T44,T45,T62,T63,T64
10839989	1	T1,T2,T22,T34,T46,T47
10839989	2	T19,T23,T24,T25,T26,T54,T55,T56,T57,T58
10839989	3	T27,T28,T29,T30,T31,T32
10839989	4	T33,T35,T36,T59,T60
10839989	5	T37
10839989	6	T38,T39,T40,T61
10839989	7	T3,T4,T5,T6,T7,T41
10839989	8	T8,T9,T10,T11,T12,T13,T14,T15,T48,T49,T50
10839989	9	T16,T17,T18,T51,T52
10839989	10	T20,T21,T53
10847421	0	T8
10847421	1	T1
10847421	6	T4,T5,T6,T7
10847421	7	T2,T3
10864881	0	T35,T36,T37,T46,T47,T48
10864881	1	T1,T38
10864881	2	T19,T20,T21,T40,T41,T42
10864881	3	T22,T23,T24,T43
10864881	4	T25,T26,T27,T28,T29,T30,T31,T44
10864881	5	T32,T45
10864881	6	T33,T34
10864881	7	T2,T3
10864881	8	T4,T5
10864881	9	T6,T7,T8
10864881	11	T9,T10,T11,T12,T13,T14,T15
10864881	12	T16,T17,T18,T39
10891536	0	T42
10891536	1	T1,T16,T26,T27,T29,T30,T37,T51,T52
10891536	2	T28
10891536	3	T31,T32
10891536	4	T33,T34,T35
10891536	5	T36,T38,T39,T40,T41
10891536	6	T2,T3,T4,T5,T6,T43,T44,T45
10891536	7	T7,T8,T9,T10,T11,T12
10891536	8	T13,T14,T15,T17,T18,T19,T20,T21,T46,T47
10891536	9	T22,T23,T24,T25,T48,T49,T50
10933803	0	T30,T31,T32
10933803	1	T4
10933803	2	T16,T17,T18
10933803	3	T19,T20,T21
10933803	4	T22
10933803	5	T2,T3,T23,T24,T25,T26,T27,T28,T29
10933803	6	T1,T5,T6,T7,T8,T9,T10,T11,T12
10933803	7	T13,T14,T15
10947967	0	T10
10947967	1	T1,T12,T15,T16,T17,T18,T19
10947967	2	T20
10947967	3	T8,T21
10947967	5	T2,T9
10947967	6	T3,T11
10947967	7	T4,T5,T6,T7,T13,T14
10950934	0	T30,T31
10950934	1	T1,T5,T10,T12
10950934	2	T2,T3,T15,T17
10950934	3	T4,T18,T19
10950934	4	T20,T21,T22,T23
10950934	5	T24,T25
10950934	6	T26,T27,T28
10950934	7	T6,T7,T29
10950934	8	T8,T9
10950934	9	T11
10950934	10	T13,T14
10950934	11	T16
10954021	0	T15,T16,T17,T18
10954021	1	T1,T14,T19
10954021	2	T2,T3,T4,T5,T6,T7
10954021	3	T8,T9,T10
10954021	4	T11,T12,T13
10988273	0	T31
10988273	1	T11,T13,T21,T27
10988273	2	T10,T25
10988273	3	T26
10988273	4	T12,T14,T28,T29
10988273	5	T1,T2,T3,T15,T16,T30
10988273	6	T4
10988273	7	T5,T17,T18,T19
10988273	8	T6,T7,T20
10988273	9	T8,T9,T22,T23,T24
10999950	0	T52
10999950	1	T9,T34,T38
10999950	3	T10,T11,T33
10999950	4	T12,T13,T35
10999950	5	T36
10999950	6	T14,T37,T39,T40,T41
10999950	7	T15,T42,T43,T44,T45,T46,T47
10999950	8	T16,T48,T49,T50,T51
10999950	9	T1,T2,T3,T4,T17,T18
10999950	10	T5,T6,T19
10999950	11	T7,T20,T21,T22,T23,T24,T25,T26
10999950	12	T8,T27
10999950	13	T28,T29,T30
10999950	14	T31,T32
11009561	0	T25,T37
11009561	1	T1,T10,T11,T13,T16,T27,T32,T33,T36
11009561	2	T12,T34
11009561	3	T14,T15,T17,T18
11009561	4	T19,T20
11009561	5	T21,T22,T23,T35
11009561	6	T2,T3,T24,T26
11009561	7	T4,T5,T6,T7,T28,T29
11009561	8	T8
11009561	9	T9,T30,T31
11031122	0	T8,T21
11031122	1	T1,T5,T9,T15
11031122	3	T16
11031122	4	T6,T7,T17,T18,T19,T20
11031122	8	T10
11031122	9	T11,T12
11031122	10	T13
11031122	11	T2,T3,T4,T14
11034389	0	T33
11034389	1	T6,T8,T19,T21,T22,T23,T25,T29
11034389	2	T24
11034389	3	T9,T10,T26,T27
11034389	4	T11,T12,T13,T28,T30,T31
11034389	5	T14,T32
11034389	7	T1,T2,T3,T4,T15
11034389	8	T5,T16,T17
11034389	9	T7,T18,T20
11034583	0	T11,T12,T22
11034583	1	T2,T14
11034583	2	T13
11034583	3	T16,T17
11034583	4	T18,T19
11034583	5	T7,T8,T9,T20,T21
11034583	6	T10
11034583	7	T1,T3
11034583	8	T4
11034583	9	T5,T6,T15
11071707	0	T30,T31,T32,T33
11071707	1	T8,T9,T19,T21
11071707	2	T10,T11
11071707	3	T12,T13,T14,T15
11071707	4	T16,T17,T18,T20
11071707	5	T22,T23,T24,T25,T26,T27,T28
11071707	6	T29
11071707	7	T1
11071707	8	T2,T3,T4,T5,T34
11071707	9	T6,T7
11089538	0	T32,T33
11089538	1	T1,T7,T21,T27
11089538	2	T6,T22,T23,T24,T25
11089538	3	T26
11089538	4	T28
11089538	5	T8,T29,T30,T31
11089538	6	T2,T3,T9,T10,T11
11089538	7	T12,T13,T14,T15
11089538	8	T4
11089538	9	T16
11089538	10	T17,T18,T19
11089538	11	T5,T20
11103886	0	T11,T20
11103886	2	T5,T6,T7,T8,T9,T10,T15,T16,T17
11103886	3	T18
11103886	4	T19
11103886	5	T1,T2,T12
11103886	6	T3,T13
11103886	7	T4,T14
11156594	0	T20,T34,T35
11156594	1	T12
11156594	2	T9,T19,T24
11156594	3	T10,T11
11156594	4	T13,T14
11156594	5	T15
11156594	6	T16
11156594	8	T17,T18,T31,T32,T33
11156594	9	T1,T21,T22
11156594	11	T2,T3,T4,T23,T25
11156594	12	T5,T6,T26
11156594	13	T7,T27
11156594	15	T8,T28,T29
11156594	16	T30
11160515	0	T23,T46,T47
11160515	1	T14,T24
11160515	2	T35,T36
11160515	3	T20,T39
11160515	4	T40,T41
11160515	5	T21,T22,T42,T43,T44,T45
11160515	7	T1,T2,T3
11160515	8	T4,T5,T6,T7,T8,T9
11160515	9	T25,T26
11160515	10	T10,T11,T12,T13,T27,T28,T29,T30
11160515	11	T15,T16
11160515	12	T17,T31
11160515	13	T18,T19,T32,T33,T34
11160515	14	T37,T38
11166732	0	T6,T7,T17
11166732	1	T1,T8
11166732	2	T2
11166732	3	T9
11166732	4	T3,T10,T11,T12
11166732	5	T4,T13,T14
11166732	6	T5,T15,T16
11264758	0	T12,T13,T16
11264758	1	T2
11264758	2	T6,T10,T14,T15
11264758	3	T7
11264758	5	T8
11264758	8	T9
11264758	9	T11
11264758	10	T1
11264758	11	T3
11264758	13	T4,T5
11278845	0	T45
11278845	1	T26,T33,T39
11278845	2	T10,T11,T34,T35
11278845	3	T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T36,T37,T38
11278845	4	T23,T24,T25,T40,T41
11278845	5	T1,T2,T27,T42,T43,T44
11278845	6	T3,T4,T5,T6,T28
11278845	7	T7,T8,T29,T30
11278845	8	T9,T31,T32
11287128	0	T14
11287128	1	T5,T8
11287128	2	T9,T10
11287128	3	T11
11287128	4	T12,T13
11287128	6	T1,T3,T4
11287128	8	T6,T7
11287128	9	T2
11299519	0	T14,T15,T16
11299519	1	T1,T3,T8
11299519	2	T4,T5,T6,T7
11299519	3	T2,T9,T10
11299519	4	T11,T12,T13
11319232	0	T10,T38
11319232	1	T1,T6,T27,T30
11319232	2	T22,T23,T24,T25
11319232	3	T26
11319232	4	T28,T29
11319232	5	T7,T31,T32
11319232	6	T8,T33,T34
11319232	7	T2,T9,T11,T35,T36,T37
11319232	8	T12,T13,T14
11319232	9	T15,T16
11319232	10	T3,T17,T18
11319232	11	T4,T19,T20
11319232	12	T5,T21
11330337	0	T41,T42,T55,T56
11330337	1	T52,T53
11330337	2	T24,T25,T49,T51
11330337	3	T26,T27
11330337	4	T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T54
11330337	5	T40
11330337	6	T1
11330337	7	T2,T3,T4,T5,T43,T44
11330337	8	T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T45,T46
11330337	9	T17,T18,T19,T47
11330337	10	T20,T21,T22,T23,T48,T50
11351021	0	T7,T27,T28,T29
11351021	1	T2
11351021	2	T1,T10,T13
11351021	3	T16,T17
11351021	4	T18
11351021	5	T19,T20,T21,T22
11351021	6	T23,T24,T25,T26
11351021	8	T3,T4,T5,T6
11351021	9	T8,T9
11351021	10	T11,T12
11351021	11	T14
11351021	12	T15
11401111	0	T14,T15,T31,T32
11401111	2	T1,T7,T10,T11,T16,T17,T28
11401111	3	T8,T24,T25
11401111	4	T9,T12,T26,T27
11401111	6	T13,T29,T30
11401111	8	T2,T3,T18,T19
11401111	9	T4,T20,T21
11401111	10	T5,T6,T22,T23
11430635	0	T14,T15,T16,T17,T39,T40
11430635	1	T4,T8,T11,T22,T24
11430635	2	T28,T29
11430635	4	T6,T7,T30
11430635	5	T9,T31,T32
11430635	6	T10,T33,T34,T35
11430635	7	T12,T13,T36,T37
11430635	8	T38
11430635	9	T1,T18,T19,T20
11430635	10	T2,T3,T21
11430635	11	T5,T23,T25,T26,T27
11511086	0	T12,T13,T14,T29,T30
11511086	1	T6,T7,T9,T19,T21,T22,T23
11511086	2	T8,T24,T25
11511086	3	T26
11511086	5	T27
11511086	6	T10,T28
11511086	7	T11
11511086	9	T1,T15
11511086	10	T2,T16
11511086	11	T3,T4,T17
11511086	12	T5,T18,T20
11511858	0	T10
11511858	1	T1
11511858	2	T3,T4,T5,T6
11511858	3	T7,T11
11511858	4	T8,T12,T13
11511858	5	T14
11511858	6	T9,T15
11511858	7	T2
11562773	0	T5,T19
11562773	4	T13,T14
11562773	5	T15
11562773	6	T16,T17
11562773	7	T4,T18
11562773	9	T1,T6,T7
11562773	10	T8,T9
11562773	11	T2,T10,T11
11562773	12	T3
11562773	13	T12
11585753	0	T8,T9,T10,T24,T25,T26
11585753	1	T15,T16
11585753	2	T2,T3,T4,T13,T14
11585753	3	T5
11585753	4	T6,T17
11585753	5	T7,T18,T19,T20,T21,T22
11585753	6	T1,T11,T12,T23
11692072	0	T7,T8,T9,T17
11692072	1	T1,T2,T4,T10,T12
11692072	2	T3,T11
11692072	3	T13
11692072	4	T5,T6,T14,T15
11692072	5	T16
11716850	0	T38,T39,T40,T41,T70,T71
11716850	1	T1,T3,T8,T9,T12,T15,T42,T62
11716850	2	T26,T27,T48
11716850	3	T28,T29,T30,T31,T32,T49,T50,T51,T52,T53,T54,T55
11716850	4	T33,T56,T57,T58,T59,T60,T61
11716850	5	T34,T63,T64,T65,T66,T67,T68
11716850	6	T2,T4,T5,T6,T7,T35,T36,T37,T43,T69
11716850	7	T10,T11,T13,T14,T16,T17,T18,T19,T20,T44
11716850	8	T21,T22,T23,T24,T25,T45,T46,T47
11730729	0	T20,T29
11730729	1	T6,T10,T21,T28
11730729	2	T8
11730729	3	T9,T11,T12,T13,T26,T27
11730729	4	T14,T15
11730729	5	T16,T17,T18
11730729	6	T19
11730729	7	T1,T2,T3
11730729	8	T4,T5,T7,T22,T23
11730729	9	T24,T25
11732752	0	T29
11732752	1	T11,T15,T17,T20,T24,T27
11732752	3	T2,T3,T4,T5,T6,T7,T8,T9,T10,T19,T21,T22,T23,T25
11732752	4	T26
11732752	5	T12,T13,T28
11732752	6	T14
11732752	7	T1,T16
11732752	8	T18
11792932	0	T45
11792932	1	T1,T16,T41,T44
11792932	2	T7,T28,T29,T42
11792932	3	T30,T31,T32,T33
11792932	4	T34,T35,T36,T37
11792932	6	T38,T39,T40
11792932	8	T2
11792932	9	T3,T4,T5
11792932	11	T6
11792932	12	T8
11792932	13	T9,T10,T11
11792932	14	T12,T13,T14,T15
11792932	15	T17,T18,T43
11792932	16	T19,T20
11792932	17	T21,T22
11792932	18	T23,T24,T25,T26,T27
11861820	0	T26,T27
11861820	1	T3,T6,T15,T18
11861820	2	T10,T11,T12,T13,T14,T32,T33,T34,T35
11861820	3	T16,T17,T19
11861820	4	T20
11861820	5	T1,T21,T22,T23,T24,T25,T36
11861820	6	T2,T28
11861820	7	T4,T5,T29
11861820	8	T7
11861820	9	T8,T9,T30,T31
11906441	0	T15
11906441	1	T14
11906441	2	T9
11906441	4	T12,T13,T27,T28
11906441	5	T1,T16,T17,T18
11906441	6	T2,T3,T4,T19
11906441	7	T5,T6
11906441	8	T20
11906441	9	T7,T21,T22
11906441	10	T8,T23,T24
11906441	13	T25
11906441	15	T10,T11,T26
11936838	0	T9,T20,T21
11936838	1	T1,T5
11936838	2	T12,T13,T14,T15
11936838	4	T6,T16,T17
11936838	5	T18,T19
11936838	6	T7
11936838	7	T8
11936838	8	T2,T10,T11
11936838	9	T3
11936838	10	T4
11961111	0	T15
11961111	3	T2,T3,T12,T13
11961111	4	T4,T5,T6,T7
11961111	5	T8,T9,T10,T14
11961111	6	T11
11961111	7	T1
11969359	0	T42,T43,T44
11969359	1	T19,T21,T28,T30,T31,T36,T41
11969359	2	T32
11969359	3	T33,T34,T35
11969359	5	T37,T38
11969359	6	T11,T12,T39,T40
11969359	7	T1,T2,T3,T4,T13,T14,T15,T16
11969359	8	T5,T6,T7,T8,T17,T18
11969359	9	T20,T22
11969359	10	T9,T10,T23,T24,T25
11969359	11	T26,T27,T29
11972287	0	T8,T9,T15
11972287	1	T1,T13
11972287	3	T2,T3,T11
11972287	5	T4,T5,T12,T14
11972287	6	T6,T7
11972287	7	T10
11972613	0	T16,T31
11972613	1	T8,T12,T15,T25,T30
11972613	2	T9,T10,T11,T23
11972613	3	T13,T24,T26,T27
11972613	4	T14,T28
11972613	5	T29
11972613	6	T1,T17
11972613	7	T2
11972613	8	T3
11972613	10	T18
11972613	11	T4,T5,T19
11972613	12	T6,T20,T21
11972613	13	T7,T22
11986668	0	T11,T21
11986668	1	T1
11986668	2	T3,T12,T13,T14,T15,T16,T17,T18
11986668	3	T4
11986668	4	T5
11986668	5	T6
11986668	6	T7
11986668	7	T8,T19
11986668	8	T9,T20
11986668	9	T10
11986668	10	T2
12003347	0	T20,T21,T22
12003347	1	T10,T13,T30
12003347	2	T8,T9
12003347	3	T11,T26
12003347	4	T12,T27
12003347	5	T14,T15,T28
12003347	6	T16,T17,T29
12003347	7	T1,T18,T19,T23
12003347	8	T2,T3
12003347	9	T4,T5,T6,T7,T24,T25
12047490	0	T19,T20,T21
12047490	1	T10,T13,T23,T25,T26
12047490	2	T11,T12
12047490	3	T14
12047490	4	T15,T24
12047490	7	T1,T16,T17,T18
12047490	9	T2,T3,T4
12047490	10	T5,T6,T22
12047490	11	T7,T8,T9
12065695	0	T25
12065695	2	T22,T23
12065695	3	T3,T4,T5
12065695	5	T6,T7,T8,T9,T10,T11
12065695	6	T12,T13,T24
12065695	7	T1,T2,T14,T15
12065695	8	T16,T17
12065695	9	T18,T19
12065695	10	T20,T21
12067524	0	T12,T29,T30
12067524	1	T1,T3,T4,T11,T17,T22,T23
12067524	2	T16,T18
12067524	3	T5,T6,T19,T20,T21
12067524	4	T24
12067524	5	T7,T8,T9,T10,T25,T26
12067524	6	T27,T28
12067524	7	T2
12067524	8	T13
12067524	9	T14,T15
12093311	0	T17,T18
12093311	1	T3,T10,T19,T20
12093311	2	T22
12093311	3	T11,T12,T23
12093311	5	T13,T14
12093311	6	T15,T16
12093311	7	T1,T2
12093311	8	T4,T5
12093311	11	T6,T7
12093311	12	T21
12093311	15	T8,T9
12110374	0	T19,T20,T21,T39,T40,T41
12110374	1	T3,T8,T9,T15,T17,T32
12110374	2	T10,T11
12110374	3	T12,T13,T14,T33,T34,T35
12110374	4	T1,T16,T18,T22,T36,T37,T38
12110374	5	T2,T23,T24,T25,T26,T27
12110374	6	T4
12110374	7	T5,T6,T28,T29,T30
12110374	8	T7,T31
12112047	0	T7
12112047	3	T3,T4
12112047	5	T5
12112047	6	T6,T8,T9
12112047	8	T1,T2
12123767	0	T9,T19,T20
12123767	1	T5,T15
12123767	2	T14
12123767	3	T6,T7,T8
12123767	5	T16,T17
12123767	6	T18
12123767	7	T1,T10
12123767	8	T2
12123767	9	T3,T11
12123767	10	T4,T12,T13
12167567	0	T20,T22
12167567	1	T1,T21
12167567	2	T11
12167567	4	T12,T13
12167567	5	T14
12167567	7	T15
12167567	8	T16,T17,T18,T19
12167567	10	T2,T3,T4
12167567	11	T5,T6,T7
12167567	13	T8
12167567	14	T9,T10
12183670	0	T35,T36,T37,T38,T39
12183670	1	T1,T29,T33,T40,T41,T48
12183670	2	T14,T19,T46
12183670	3	T20,T21,T22,T23,T24,T25,T26,T27,T28,T47
