10075051	T1	CHEMICAL	399	407	amrinone
10075051	T2	GENE-N	276	279	TNF
10075381	T1	CHEMICAL	618	628	irbesartan
10075381	T2	GENE-N	633	636	AT1
10082805	T1	CHEMICAL	1527	1535	mazindol
10082805	T2	GENE-N	1508	1511	DAT
10088139	T1	CHEMICAL	247	255	Pindolol
10088139	T2	GENE-N	280	286	5-HT1A
10091674	T1	CHEMICAL	49	61	flurbiprofen
10091674	T2	CHEMICAL	243	255	flurbiprofen
10091674	T3	CHEMICAL	319	331	flurbiprofen
10091674	T4	CHEMICAL	556	568	flurbiprofen
10091674	T5	GENE-N	26	31	COX-2
10091674	T6	GENE-N	162	167	COX-2
10091674	T7	GENE-N	261	266	COX-2
10091674	T8	GENE-N	666	671	COX-2
10101238	T1	CHEMICAL	94	105	sumatriptan
10101238	T2	CHEMICAL	405	416	sumatriptan
10101238	T3	CHEMICAL	434	445	sumatriptan
10101238	T4	CHEMICAL	2038	2049	sumatriptan
10101238	T5	CHEMICAL	2226	2237	sumatriptan
10101238	T6	GENE-N	13	19	5-HT1B
10101238	T7	GENE-N	260	266	5-HT1B
10101238	T8	GENE-N	483	489	5-HT1B
10101238	T9	GENE-N	2092	2098	5-HT1B
10101238	T10	GENE-N	2184	2190	5-HT1B
10102370	T1	CHEMICAL	232	241	cerulenin
10102370	T2	GENE-N	311	314	FAS
10103097	T1	CHEMICAL	562	573	Edrophonium
10103097	T2	GENE-N	617	621	AChE
10188639	T1	CHEMICAL	965	975	citalopram
10188639	T2	GENE-N	1023	1028	5-HTT
10188968	T1	CHEMICAL	58	68	ergotamine
10188968	T2	CHEMICAL	1784	1794	ergotamine
10188968	T3	GENE-N	100	106	5-HT1B
10188968	T4	GENE-N	1746	1752	5-HT1B
10199854	T1	CHEMICAL	618	628	quinacrine
10199854	T2	GENE-N	589	593	PLA2
10199939	T1	CHEMICAL	917	932	methylphenidate
10199939	T2	CHEMICAL	1746	1761	methylphenidate
10199939	T3	GENE-N	971	975	SERT
10199939	T4	GENE-N	979	982	DAT
10199939	T5	GENE-N	1813	1816	DAT
10199939	T6	GENE-N	1906	1910	SERT
10208549	T1	CHEMICAL	18	25	tacrine
10208549	T2	CHEMICAL	224	231	tacrine
10208549	T3	CHEMICAL	448	455	tacrine
10208549	T4	CHEMICAL	644	651	tacrine
10208549	T5	CHEMICAL	827	834	tacrine
10208549	T6	GENE-N	72	76	AChE
10208549	T7	GENE-N	355	359	AChE
10208549	T8	GENE-N	507	511	AChE
10208549	T9	GENE-N	620	624	AChE
10208549	T10	GENE-N	879	883	AChE
10210906	T1	CHEMICAL	1650	1653	THA
10210906	T2	GENE-N	1529	1533	AChE
10212017	T1	CHEMICAL	807	822	brompheniramine
10212017	T2	GENE-N	876	878	m1
10214942	T1	CHEMICAL	155	167	troglitazone
10214942	T2	CHEMICAL	265	277	troglitazone
10214942	T3	CHEMICAL	390	402	Troglitazone
10214942	T4	GENE-N	115	124	PPARgamma
10214942	T5	GENE-N	290	299	PPARgamma
10214942	T6	GENE-N	446	455	PPARgamma
10215667	T1	CHEMICAL	670	679	Felbamate
10215667	T2	CHEMICAL	1399	1408	felbamate
10215667	T3	CHEMICAL	1522	1531	felbamate
10215667	T4	GENE-N	778	782	NR2B
10215667	T5	GENE-N	1260	1264	NR2B
10215667	T6	GENE-N	1568	1572	NR2B
10215901	T1	CHEMICAL	35	44	buspirone
10215901	T2	CHEMICAL	416	425	buspirone
10215901	T3	CHEMICAL	1137	1146	buspirone
10215901	T4	CHEMICAL	1483	1492	buspirone
10215901	T5	CHEMICAL	1522	1531	buspirone
10215901	T6	GENE-N	122	128	5-HT1A
10215901	T7	GENE-N	435	441	5-HT1A
10215901	T8	GENE-N	1154	1160	5-HT1A
10215901	T9	GENE-N	1323	1329	5-HT1A
10215901	T10	GENE-N	1635	1641	5-HT1A
10220944	T1	CHEMICAL	995	1004	meloxicam
10220944	T2	GENE-N	1054	1059	COX-2
10221756	T1	CHEMICAL	989	998	buspirone
10221756	T2	GENE-N	903	909	5-HT1A
10222233	T1	CHEMICAL	691	703	troglitazone
10222233	T2	GENE-N	770	779	PPARgamma
10224140	T1	CHEMICAL	1243	1253	probenecid
10224140	T2	GENE-N	1412	1416	OAT3
10227113	T1	CHEMICAL	556	566	olanzapine
10227113	T2	CHEMICAL	715	725	Olanzapine
10227113	T3	CHEMICAL	1103	1113	Olanzapine
10227113	T4	CHEMICAL	1811	1821	olanzapine
10227113	T5	GENE-N	658	664	5-HT2A
10227113	T6	GENE-N	802	808	5-HT2c
10227113	T7	GENE-N	1185	1187	M1
10227113	T8	GENE-N	1914	1920	5-HT2A
10227113	T9	GENE-N	1930	1936	5-HT2C
10229494	T1	CHEMICAL	1582	1591	mepacrine
10229494	T2	GENE-N	1634	1638	PLA2
10231134	T1	CHEMICAL	344	355	phentermine
10231134	T2	CHEMICAL	593	604	phentermine
10231134	T3	CHEMICAL	870	881	phentermine
10231134	T4	GENE-N	502	507	MAO-A
10231134	T5	GENE-N	760	765	MAO-A
10231134	T6	GENE-N	859	864	MAO-A
10328880	T1	CHEMICAL	599	607	baclofen
10328880	T2	GENE-N	468	475	GABABR2
10328995	T1	CHEMICAL	722	731	cisapride
10328995	T2	GENE-N	817	822	5-HT4
10331108	T1	CHEMICAL	100	108	Pindolol
10331108	T2	GENE-N	130	136	5-HT1A
10358065	T1	CHEMICAL	1730	1742	flurbiprofen
10358065	T2	GENE-N	1722	1728	PGHS-1
10363282	T1	CHEMICAL	636	647	edrophonium
10363282	T2	GENE-N	567	571	AChE
10365684	T1	CHEMICAL	146	157	Methimazole
10365684	T2	CHEMICAL	168	184	propylthiouracil
10365684	T3	GENE-N	297	300	TPO
10368402	T1	CHEMICAL	773	780	eserine
10368402	T2	GENE-N	762	766	AChE
10372826	T1	CHEMICAL	1069	1077	sulindac
10372826	T2	GENE-N	1111	1116	COX-2
10374120	T1	CHEMICAL	343	355	mifepristone
10374120	T2	GENE-N	399	401	PR
10374898	T1	CHEMICAL	512	523	darifenacin
10374898	T2	CHEMICAL	958	969	darifenacin
10374898	T3	GENE-N	595	597	m1
10374898	T4	GENE-N	899	901	m1
10376921	T1	CHEMICAL	54	64	astemizole
10376921	T2	CHEMICAL	217	227	Astemizole
10376921	T3	CHEMICAL	919	929	astemizole
10376921	T4	GENE-N	9	13	HERG
10376921	T5	GENE-N	335	339	HERG
10376921	T6	GENE-N	933	937	HERG
10378121	T1	CHEMICAL	389	416	diisopropyl fluorophosphate
10378121	T2	CHEMICAL	1062	1065	DFP
10378121	T3	GENE-N	349	353	AChE
10378121	T4	GENE-N	1123	1127	AChE
10403429	T1	CHEMICAL	74	85	clenbuterol
10403429	T2	CHEMICAL	471	482	clenbuterol
10403429	T3	GENE-N	0	3	NGF
10403429	T4	GENE-N	424	427	NGF
10403500	T1	CHEMICAL	149	164	methylphenidate
10403500	T2	CHEMICAL	256	271	methylphenidate
10403500	T3	CHEMICAL	629	644	methylphenidate
10403500	T4	CHEMICAL	835	850	methylphenidate
10403500	T5	CHEMICAL	1164	1179	Methylphenidate
10403500	T6	CHEMICAL	1582	1597	methylphenidate
10403500	T7	GENE-N	231	234	DAT
10403500	T8	GENE-N	309	312	DAT
10403500	T9	GENE-N	441	444	DAT
10403500	T10	GENE-N	705	708	DAT
10403500	T11	GENE-N	1239	1242	DAT
10403500	T12	GENE-N	1574	1577	DAT
10413067	T1	CHEMICAL	194	206	disopyramide
10413067	T2	CHEMICAL	698	710	disopyramide
10413067	T3	CHEMICAL	1327	1339	disopyramide
10413067	T4	CHEMICAL	1666	1678	disopyramide
10413067	T5	GENE-N	334	336	m1
10413067	T6	GENE-N	649	651	m1
10413067	T7	GENE-N	1179	1181	m1
10413067	T8	GENE-N	1572	1574	m1
10418858	T1	CHEMICAL	1318	1330	troglitazone
10418858	T2	GENE-N	1398	1401	PAI
10420171	T1	CHEMICAL	693	700	cocaine
10420171	T2	GENE-N	627	630	DAT
10421444	T1	CHEMICAL	445	459	D-tubocurarine
10421444	T2	GENE-N	201	205	AChE
10422661	T1	CHEMICAL	58	67	ketorolac
10422661	T2	GENE-N	82	86	COX1
10422790	T1	CHEMICAL	117	127	astemizole
10422790	T2	CHEMICAL	420	430	astemizole
10422790	T3	CHEMICAL	494	504	astemizole
10422790	T4	GENE-N	272	276	HERG
10422790	T5	GENE-N	434	438	HERG
10422790	T6	GENE-N	520	524	HERG
10428422	T1	CHEMICAL	1448	1457	buspirone
10428422	T2	GENE-N	1510	1516	5-HT1A
10430100	T1	CHEMICAL	192	198	ZD1694
10430100	T2	GENE-N	256	258	TS
10433496	T1	CHEMICAL	378	388	acebutolol
10433496	T2	CHEMICAL	482	492	alprenolol
10433496	T3	CHEMICAL	494	501	nadolol
10433496	T4	CHEMICAL	519	526	timolol
10433496	T5	GENE-N	358	365	Beta1AR
10433496	T6	GENE-N	415	422	beta2AR
10433700	T1	CHEMICAL	396	407	edrophonium
10433700	T2	GENE-N	457	461	AChE
10435395	T1	CHEMICAL	27	37	nefazodone
10435395	T2	GENE-N	58	64	5-HT2A
10435400	T1	CHEMICAL	0	8	Pindolol
10435400	T2	CHEMICAL	403	411	pindolol
10435400	T3	CHEMICAL	873	881	pindolol
10435400	T4	CHEMICAL	1074	1082	pindolol
10435400	T5	GENE-N	20	26	5-HT1A
10435400	T6	GENE-N	461	467	5-HT1A
10435400	T7	GENE-N	911	917	5-HT1A
10435400	T8	GENE-N	1015	1021	5-HT1A
10444479	T1	CHEMICAL	1038	1046	Amrinone
10444479	T2	GENE-N	1057	1060	TNF
10450786	T1	CHEMICAL	201	211	lornoxicam
10450786	T2	GENE-N	230	235	COX-2
10454501	T1	CHEMICAL	1632	1642	clofibrate
10454501	T2	GENE-N	1739	1748	PPARalpha
10455274	T1	CHEMICAL	385	395	ergotamine
10455274	T2	CHEMICAL	400	417	dihydroergotamine
10455274	T3	GENE-N	333	339	5-HT1B
10455282	T1	CHEMICAL	1210	1222	methysergide
10455282	T2	GENE-N	1230	1236	5-HT2A
10458598	T1	CHEMICAL	1393	1404	sumatriptan
10458598	T2	GENE-N	1509	1515	5-HT1B
10463324	T1	CHEMICAL	0	12	Zolmitriptan
10463324	T2	GENE-N	68	74	5-HT1D
10475242	T1	CHEMICAL	148	161	rosiglitazone
10475242	T2	GENE-N	296	305	PPARgamma
10482907	T1	CHEMICAL	538	545	Tomudex
10482907	T2	GENE-N	339	341	TS
10485477	T1	CHEMICAL	266	276	Raloxifene
10485477	T2	CHEMICAL	1681	1691	raloxifene
10485477	T3	GENE-N	438	440	ER
10485477	T4	GENE-N	1721	1723	ER
10485483	T1	CHEMICAL	1549	1557	sulindac
10485483	T2	GENE-N	1604	1609	COX-2
10494028	T1	CHEMICAL	1262	1273	fenofibrate
10494028	T2	CHEMICAL	1275	1286	gemfibrozil
10494028	T3	GENE-N	1240	1244	PPAR
10494488	T1	CHEMICAL	384	398	norethisterone
10494488	T2	GENE-N	478	480	PR
10500149	T1	CHEMICAL	334	341	Eulexin
10500149	T2	CHEMICAL	347	359	bicalutamide
10500149	T3	GENE-N	433	435	AR
10510461	T1	CHEMICAL	81	91	imipramine
10510461	T2	CHEMICAL	299	309	imipramine
10510461	T3	CHEMICAL	579	589	imipramine
10510461	T4	CHEMICAL	686	696	imipramine
10510461	T5	CHEMICAL	1258	1268	imipramine
10510461	T6	GENE-N	54	58	HERG
10510461	T7	GENE-N	365	369	HERG
10510461	T8	GENE-N	501	505	HERG
10510461	T9	GENE-N	609	613	HERG
10510461	T10	GENE-N	1278	1282	HERG
10513568	T1	CHEMICAL	223	232	donepezil
10513568	T2	CHEMICAL	353	360	tacrine
10513568	T3	CHEMICAL	1466	1475	donepezil
10513568	T4	CHEMICAL	1490	1497	tacrine
10513568	T5	CHEMICAL	1709	1718	donepezil
10513568	T6	CHEMICAL	1736	1743	tacrine
10513568	T7	CHEMICAL	2046	2055	donepezil
10513568	T8	CHEMICAL	2057	2064	tacrine
10513568	T9	GENE-N	205	209	AChE
10513568	T10	GENE-N	1445	1449	AChE
10513568	T11	GENE-N	1792	1796	AChE
10513568	T12	GENE-N	2171	2175	AChE
10518593	T1	CHEMICAL	775	784	diazoxide
10518593	T2	CHEMICAL	1021	1030	diazoxide
10518593	T3	GENE-N	824	830	Kir6.2
10518593	T4	GENE-N	982	988	Kir6.2
10529188	T1	CHEMICAL	1952	1962	fosfomycin
10529188	T2	GENE-N	1928	1932	MurA
10548525	T1	CHEMICAL	907	920	rosiglitazone
10548525	T2	GENE-N	877	886	PPARgamma
10555907	T1	CHEMICAL	124	133	rofecoxib
10555907	T2	CHEMICAL	268	277	rofecoxib
10555907	T3	GENE-N	19	24	COX-2
10555907	T4	GENE-N	241	246	COX-2
10566562	T1	CHEMICAL	424	433	rofecoxib
10566562	T2	CHEMICAL	751	760	rofecoxib
10566562	T3	GENE-N	407	412	COX-2
10566562	T4	GENE-N	734	739	COX-2
10567199	T1	CHEMICAL	775	784	meloxicam
10567199	T2	CHEMICAL	1497	1506	meloxicam
10567199	T3	GENE-N	730	735	COX-2
10567199	T4	GENE-N	1701	1706	COX-2
10567922	T1	CHEMICAL	1429	1439	bumetanide
10567922	T2	GENE-N	1498	1503	NKCC1
10575045	T1	CHEMICAL	1264	1274	sertraline
10575045	T2	GENE-N	1370	1374	SERT
10580458	T1	CHEMICAL	342	351	Rofecoxib
10580458	T2	GENE-N	374	379	COX-2
10581306	T1	CHEMICAL	1241	1250	diazoxide
10581306	T2	GENE-N	1261	1267	Kir6.2
10601100	T1	CHEMICAL	320	328	Implanon
10601100	T2	CHEMICAL	1203	1211	Implanon
10601100	T3	GENE-N	500	502	PR
10601100	T4	GENE-N	1258	1260	PR
10604939	T1	CHEMICAL	886	895	diazoxide
10604939	T2	GENE-N	822	828	Kir6.2
10606440	T1	CHEMICAL	502	509	nadolol
10606440	T2	GENE-N	521	528	beta1AR
10625393	T1	CHEMICAL	319	328	kanamycin
10625393	T2	GENE-N	252	256	rpsL
10639181	T1	CHEMICAL	768	785	meclofenamic acid
10639181	T2	CHEMICAL	1014	1031	meclofenamic acid
10639181	T3	GENE-N	832	837	COX-2
10639181	T4	GENE-N	1040	1045	COX-2
10648647	T1	CHEMICAL	39	49	dofetilide
10648647	T2	CHEMICAL	174	184	dofetilide
10648647	T3	CHEMICAL	1672	1682	dofetilide
10648647	T4	GENE-N	61	66	HERG1
10648647	T5	GENE-N	162	167	HERG1
10648647	T6	GENE-N	1623	1627	HERG
10651143	T1	CHEMICAL	1318	1331	Acetazolamide
10651143	T2	GENE-N	1432	1435	CA1
10651997	T1	CHEMICAL	1010	1019	adapalene
10651997	T2	CHEMICAL	1591	1600	adapalene
10651997	T3	GENE-N	1024	1027	RAR
10651997	T4	GENE-N	1494	1497	RAR
10657949	T1	CHEMICAL	1510	1518	sulindac
10657949	T2	GENE-N	1572	1577	COX-2
10673128	T1	CHEMICAL	267	279	rivastigmine
10673128	T2	CHEMICAL	1338	1350	Rivastigmine
10673128	T3	GENE-N	321	325	AChE
10673128	T4	GENE-N	1378	1382	AChE
10685879	T1	CHEMICAL	609	617	procaine
10685879	T2	CHEMICAL	1535	1543	procaine
10685879	T3	GENE-N	814	817	DAT
10685879	T4	GENE-N	1572	1575	DAT
10712445	T1	CHEMICAL	1045	1055	dofetilide
10712445	T2	GENE-N	1012	1016	HERG
10713582	T1	CHEMICAL	382	394	Rivastigmine
10713582	T2	GENE-N	401	405	AChE
10727523	T1	CHEMICAL	916	930	sulfinpyrazone
10727523	T2	CHEMICAL	1302	1316	sulfinpyrazone
10727523	T3	GENE-N	983	987	MRP2
10727523	T4	GENE-N	1389	1393	MRP2
10727523	T5	GENE-N	1470	1474	MRP1
10741458	T1	CHEMICAL	511	518	eserine
10741458	T2	CHEMICAL	911	918	Eserine
10741458	T3	GENE-N	422	426	AChE
10741458	T4	GENE-N	1017	1021	AChE
10742172	T1	CHEMICAL	76	87	gallichrome
10742172	T2	CHEMICAL	408	419	gallichrome
10742172	T3	GENE-N	56	60	FhuD
10742172	T4	GENE-N	341	345	FhuD
10753628	T1	CHEMICAL	882	892	clofibrate
10753628	T2	GENE-N	907	916	PPARalpha
10755318	T1	CHEMICAL	694	698	DPPE
10755318	T2	GENE-N	804	808	P-gp
10758053	T1	CHEMICAL	11	21	flecainide
10758053	T2	GENE-N	43	48	SCN5A
10762042	T1	CHEMICAL	399	411	galanthamine
10762042	T2	GENE-N	438	442	AChE
10762666	T1	CHEMICAL	75	83	pimozide
10762666	T2	CHEMICAL	312	320	pimozide
10762666	T3	CHEMICAL	586	594	pimozide
10762666	T4	CHEMICAL	761	769	pimozide
10762666	T5	GENE-N	30	34	HERG
10762666	T6	GENE-N	363	367	HERG
10762666	T7	GENE-N	621	625	HERG
10762666	T8	GENE-N	813	817	HERG
10764590	T1	CHEMICAL	800	813	rosiglitazone
10764590	T2	GENE-N	765	774	PPARgamma
10766749	T1	CHEMICAL	973	981	mimosine
10766749	T2	CHEMICAL	1159	1167	mimosine
10766749	T3	CHEMICAL	1363	1371	mimosine
10766749	T4	CHEMICAL	1432	1440	mimosine
10766749	T5	GENE-N	1077	1082	cSHMT
10766749	T6	GENE-N	1201	1206	cSHMT
10766749	T7	GENE-N	1286	1291	cSHMT
10766749	T8	GENE-N	1564	1569	cSHMT
10770198	T1	CHEMICAL	119	131	Troglitazone
10770198	T2	CHEMICAL	654	666	troglitazone
10770198	T3	CHEMICAL	730	742	troglitazone
10770198	T4	CHEMICAL	868	880	troglitazone
10770198	T5	CHEMICAL	1326	1338	troglitazone
10770198	T6	GENE-N	246	249	PAI
10770198	T7	GENE-N	565	568	PAI
10770198	T8	GENE-N	788	791	PAI
10770198	T9	GENE-N	897	900	PAI
10770198	T10	GENE-N	1309	1312	PAI
10773011	T1	CHEMICAL	1119	1131	Flurbiprofen
10773011	T2	CHEMICAL	1817	1829	flurbiprofen
10773011	T3	GENE-N	1154	1159	COX-2
10773011	T4	GENE-N	1762	1767	COX-2
10773014	T1	CHEMICAL	975	986	repaglinide
10773014	T2	CHEMICAL	996	1007	nateglinide
10773014	T3	CHEMICAL	1012	1023	repaglinide
10773014	T4	CHEMICAL	1229	1240	nateglinide
10773014	T5	GENE-N	896	900	SUR1
10773014	T6	GENE-N	1183	1187	SUR1
10773014	T7	GENE-N	1300	1304	SUR1
10787442	T1	CHEMICAL	823	833	clofibrate
10787442	T2	GENE-N	865	874	PPARalpha
10793196	T1	CHEMICAL	213	223	bumetanide
10793196	T2	GENE-N	261	265	KCC1
10793196	T3	GENE-N	333	337	KCC2
10799317	T1	CHEMICAL	383	394	fenofibrate
10799317	T2	CHEMICAL	592	603	Fenofibrate
10799317	T3	GENE-N	362	371	PPARalpha
10799317	T4	GENE-N	642	651	PPARalpha
10799660	T1	CHEMICAL	691	702	Phentermine
10799660	T2	GENE-N	737	742	MAO-A
10805052	T1	CHEMICAL	40	51	candesartan
10805052	T2	GENE-N	18	21	AT1
10814558	T1	CHEMICAL	122	136	Pyridostigmine
10814558	T2	GENE-N	199	203	AChE
10815932	T1	CHEMICAL	574	580	Iressa
10815932	T2	GENE-N	653	657	EGFR
10821438	T1	CHEMICAL	210	224	chlorpromazine
10821438	T2	CHEMICAL	753	767	chlorpromazine
10821438	T3	GENE-N	350	356	5-HT2A
10821438	T4	GENE-N	834	840	5-HT2A
10823899	T1	CHEMICAL	888	896	mazindol
10823899	T2	GENE-N	855	858	DAT
10824628	T1	CHEMICAL	119	130	almotriptan
10824628	T2	GENE-N	134	140	5-HT1B
10826401	T1	CHEMICAL	81	92	candesartan
10826401	T2	CHEMICAL	392	403	candesartan
10826401	T3	GENE-N	23	26	AT1
10826401	T4	GENE-N	370	373	AT1
10828060	T1	CHEMICAL	587	598	fenofibrate
10828060	T2	GENE-N	468	477	PPARalpha
10831180	T1	CHEMICAL	854	866	troglitazone
10831180	T2	CHEMICAL	965	977	troglitazone
10831180	T3	CHEMICAL	1284	1296	troglitazone
10831180	T4	CHEMICAL	1620	1632	troglitazone
10831180	T5	GENE-N	925	928	PAI
10831180	T6	GENE-N	1005	1008	PAI
10831180	T7	GENE-N	1344	1347	PAI
10831180	T8	GENE-N	1453	1456	PAI
10836199	T1	CHEMICAL	799	810	desogestrel
10836199	T2	GENE-N	862	864	ER
10841524	T1	CHEMICAL	520	529	amiloride
10841524	T2	GENE-N	578	582	NHE1
10856732	T1	CHEMICAL	126	136	eprosartan
10856732	T2	GENE-N	111	114	AT1
10860024	T1	CHEMICAL	709	717	bepridil
10860024	T2	GENE-N	682	688	KvLQT1
10869387	T1	CHEMICAL	466	476	imipramine
10869387	T2	CHEMICAL	478	488	paroxetine
10869387	T3	CHEMICAL	1356	1366	imipramine
10869387	T4	GENE-N	583	588	hSERT
10869387	T5	GENE-N	1232	1237	hSERT
10869589	T1	CHEMICAL	147	161	Pyridostigmine
10869589	T2	GENE-N	247	251	AChE
10871202	T1	CHEMICAL	394	406	troglitazone
10871202	T2	CHEMICAL	935	947	troglitazone
10871202	T3	CHEMICAL	1240	1252	Troglitazone
10871202	T4	CHEMICAL	1687	1699	troglitazone
10871202	T5	CHEMICAL	1979	1991	troglitazone
10871202	T6	GENE-N	576	579	PAI
10871202	T7	GENE-N	736	739	PAI
10871202	T8	GENE-N	1270	1273	PAI
10871202	T9	GENE-N	1627	1630	PAI
10871202	T10	GENE-N	2115	2118	PAI
10873710	T1	CHEMICAL	617	624	eserine
10873710	T2	CHEMICAL	885	892	eserine
10873710	T3	CHEMICAL	1958	1965	eserine
10873710	T4	GENE-N	556	560	AChE
10873710	T5	GENE-N	837	841	AChE
10873710	T6	GENE-N	2067	2071	AChE
10879826	T1	CHEMICAL	631	656	delta-aminolevulinic acid
10879826	T2	CHEMICAL	939	942	ALA
10879826	T3	GENE-N	728	732	ALAD
10879826	T4	GENE-N	975	979	ALAD
10898598	T1	CHEMICAL	1394	1425	diisopropyl phosphorofluoridate
10898598	T2	GENE-N	1345	1349	AChE
10917554	T1	CHEMICAL	16	30	sulfinpyrazone
10917554	T2	CHEMICAL	785	799	sulfinpyrazone
10917554	T3	CHEMICAL	917	931	sulfinpyrazone
10917554	T4	CHEMICAL	1048	1062	sulfinpyrazone
10917554	T5	GENE-N	74	78	MRP2
10917554	T6	GENE-N	713	717	MRP1
10917554	T7	GENE-N	855	859	MRP2
10917554	T8	GENE-N	1082	1086	MRP2
10921913	T1	CHEMICAL	138	147	Amlexanox
10921913	T2	GENE-N	154	161	S100A13
10922459	T1	CHEMICAL	819	829	clofibrate
10922459	T2	GENE-N	797	801	PPAR
10950107	T1	CHEMICAL	1287	1297	cimetidine
10950107	T2	CHEMICAL	1809	1819	cimetidine
10950107	T3	GENE-N	1309	1312	H2R
10950107	T4	GENE-N	1840	1843	H2R
10951268	T1	CHEMICAL	1279	1289	clofibrate
10951268	T2	GENE-N	1346	1355	PPARalpha
10952689	T1	CHEMICAL	64	76	halofantrine
10952689	T2	CHEMICAL	664	676	halofantrine
10952689	T3	CHEMICAL	762	774	Halofantrine
10952689	T4	CHEMICAL	1449	1461	halofantrine
10952689	T5	GENE-N	14	18	HERG
10952689	T6	GENE-N	680	684	HERG
10952689	T7	GENE-N	783	787	HERG
10952689	T8	GENE-N	1422	1426	HERG
10961955	T1	CHEMICAL	64	74	flecainide
10961955	T2	CHEMICAL	483	493	flecainide
10961955	T3	GENE-N	25	29	LQT3
10961955	T4	GENE-N	661	665	LQT3
10968199	T1	CHEMICAL	95	106	candesartan
10968199	T2	GENE-N	70	73	AT1
10977131	T1	CHEMICAL	371	383	flurbiprofen
10977131	T2	CHEMICAL	1274	1286	flurbiprofen
10977131	T3	CHEMICAL	1938	1950	flurbiprofen
10977131	T4	GENE-N	413	418	COX-2
10977131	T5	GENE-N	1350	1355	COX-2
10977131	T6	GENE-N	2037	2042	COX-2
10991846	T1	CHEMICAL	1030	1042	clotrimazole
10991846	T2	GENE-N	930	935	ERG11
10995826	T1	CHEMICAL	1144	1158	ethoxyzolamide
10995826	T2	GENE-N	1070	1073	CA1
10997731	T1	CHEMICAL	139	152	amitriptyline
10997731	T2	CHEMICAL	154	163	mianserin
10997731	T3	CHEMICAL	165	176	maprotiline
10997731	T4	CHEMICAL	178	188	imipramine
10997731	T5	CHEMICAL	676	685	Mianserin
10997731	T6	GENE-N	270	275	5-HT7
10997731	T7	GENE-N	761	766	5-HT7
10998224	T1	CHEMICAL	528	537	proguanil
10998224	T2	CHEMICAL	766	775	proguanil
10998224	T3	GENE-N	627	631	DHFR
10998224	T4	GENE-N	914	918	DHFR
11006272	T1	CHEMICAL	1525	1536	zafirlukast
11006272	T2	GENE-N	1480	1486	CysLT1
11009046	T1	CHEMICAL	648	656	Etodolac
11009046	T2	GENE-N	694	699	COX-2
11018525	T1	CHEMICAL	690	701	fenofibrate
11018525	T2	CHEMICAL	992	1003	fenofibrate
11018525	T3	GENE-N	594	598	PPAR
11018525	T4	GENE-N	900	904	PPAR
11027924	T1	CHEMICAL	337	347	paroxetine
11027924	T2	CHEMICAL	351	364	nortriptyline
11027924	T3	GENE-N	209	217	5-HTTLPR
11041225	T1	CHEMICAL	615	623	Implanon
